742891.5,177476.5,234.35
742897.5,177476.5,230.06
742906.5,177476.5,226.17
743230.5,177476.5,225.93
743479.5,177476.5,237.66
743524.5,177476.5,240.79
743605.5,177476.5,232.42
743692.5,177476.5,238.18
743830.5,177476.5,226.17
744049.5,177476.5,226.17
744115.5,177476.5,232.78
744187.5,177476.5,228.29
744250.5,177476.5,240.74
744406.5,177476.5,239.47
742900.5,177479.5,231.16
743689.5,177479.5,238.08
743827.5,177479.5,226.17
743890.5,177479.5,226.17
744118.5,177479.5,233.26
744187.5,177479.5,228.75
744259.5,177479.5,240.84
742891.5,177485.5,242.82
744262.5,177485.5,240.97
744007.5,177491.5,226.17
742906.5,177497.5,244.03
744313.5,177500.5,237.4
742891.5,177503.5,244.38
742942.5,177503.5,226.17
744109.5,177503.5,236.02
744442.5,177509.5,233.77
743677.5,177512.5,237.99
742930.5,177515.5,239.05
742948.5,177515.5,227.74
742942.5,177521.5,232.94
744289.5,177524.5,242.48
742978.5,177530.5,226.17
742927.5,177533.5,241.24
742957.5,177533.5,244.99
742972.5,177533.5,233.3
744166.5,177533.5,241.2
742921.5,177536.5,243.02
742966.5,177539.5,245.81
743002.5,177539.5,230.45
743029.5,177542.5,226.17
742963.5,177545.5,248.25
743020.5,177545.5,226.68
744247.5,177545.5,236.61
742990.5,177548.5,249.67
744124.5,177548.5,240.46
744538.5,177548.5,232.21
743029.5,177551.5,227.11
744565.5,177551.5,226.31
743347.5,177554.5,226.94
744007.5,177554.5,237.02
743941.5,177557.5,226.17
744352.5,177557.5,242.64
743014.5,177560.5,244.97
743020.5,177560.5,240.96
743062.5,177560.5,226.17
744268.5,177563.5,240.34
744298.5,177563.5,245.21
742948.5,177566.5,250.47
743014.5,177566.5,246.04
743035.5,177566.5,242.04
743050.5,177566.5,235.15
743701.5,177566.5,226.37
743050.5,177572.5,237.9
744055.5,177575.5,241.64
743623.5,177578.5,231.07
744112.5,177581.5,235.32
744451.5,177581.5,235.5
742891.5,177584.5,247.16
743545.5,177590.5,229.1
742915.5,177593.5,251.21
744238.5,177593.5,246.84
744481.5,177596.5,233.86
744142.5,177602.5,233.93
744379.5,177602.5,236.54
742906.5,177605.5,250.77
743089.5,177605.5,226.17
744538.5,177605.5,226.35
743119.5,177608.5,226.16
743116.5,177614.5,229.67
744052.5,177614.5,236.69
744268.5,177614.5,249.75
742969.5,177617.5,249.27
743038.5,177620.5,234.61
743140.5,177620.5,226.16
743494.5,177620.5,230.98
744013.5,177620.5,228.94
744097.5,177620.5,237.06
744211.5,177620.5,240.89
744454.5,177620.5,231.05
744355.5,177626.5,243.36
742924.5,177629.5,246.95
743119.5,177629.5,232.71
743425.5,177638.5,226.19
744052.5,177638.5,230.31
744235.5,177638.5,246.66
744511.5,177644.5,226.28
744103.5,177647.5,232.79
742957.5,177650.5,248.49
743053.5,177653.5,232.47
743119.5,177653.5,235.58
743176.5,177653.5,226.16
744409.5,177656.5,239.24
744445.5,177656.5,235.07
743518.5,177662.5,226.98
744322.5,177665.5,244.59
743152.5,177668.5,233.82
744253.5,177671.5,238.46
742993.5,177674.5,242.76
743860.5,177680.5,229.69
744376.5,177680.5,239.97
742912.5,177683.5,251.01
743746.5,177686.5,226.17
742939.5,177695.5,251.9
743104.5,177695.5,239.55
743947.5,177695.5,233.19
744235.5,177698.5,236.45
744199.5,177701.5,240.97
744121.5,177707.5,235.41
744322.5,177719.5,230.93
744436.5,177719.5,231.18
744238.5,177728.5,238.78
743692.5,177731.5,226.17
743818.5,177743.5,238.96
744064.5,177743.5,235.9
743734.5,177746.5,234.07
743140.5,177749.5,237.57
743164.5,177752.5,231.33
743869.5,177752.5,242.32
743701.5,177755.5,232.39
743815.5,177755.5,245.91
744448.5,177755.5,226.16
744394.5,177758.5,226.38
743791.5,177764.5,239.43
743035.5,177767.5,249.45
743848.5,177767.5,250.12
743092.5,177770.5,245.01
743893.5,177770.5,248.13
743131.5,177773.5,236.36
742891.5,177776.5,247.46
743746.5,177776.5,238.1
743788.5,177779.5,240.1
743803.5,177779.5,246.81
743677.5,177794.5,226.3
744382.5,177794.5,229.61
744328.5,177797.5,231.62
743122.5,177806.5,244.37
744211.5,177806.5,231.49
743308.5,177809.5,226.16
743950.5,177815.5,249
743728.5,177818.5,230.86
742891.5,177830.5,241.58
743614.5,177830.5,226.17
743659.5,177833.5,233.57
743692.5,177833.5,228.82
743752.5,177836.5,233.36
743998.5,177836.5,246.2
743794.5,177839.5,245.56
742969.5,177842.5,245.89
742981.5,177842.5,245.57
743068.5,177842.5,247.92
743860.5,177851.5,252.22
743644.5,177854.5,235.96
744481.5,177854.5,225.92
744562.5,177854.5,230.67
743710.5,177860.5,230.25
743143.5,177863.5,246.68
744229.5,177863.5,233.22
744358.5,177866.5,226.36
743266.5,177872.5,230.32
743647.5,177875.5,235.08
744052.5,177875.5,237.07
743347.5,177878.5,226.16
743110.5,177884.5,251.3
743590.5,177884.5,226.17
743608.5,177884.5,229.52
743773.5,177884.5,239.46
743029.5,177890.5,243.85
742930.5,177896.5,248.42
743812.5,177896.5,245.52
744019.5,177899.5,239.05
743095.5,177902.5,253.93
743203.5,177902.5,238.69
743749.5,177902.5,233.15
743986.5,177905.5,244.22
743644.5,177908.5,234.33
744448.5,177908.5,226.17
743797.5,177911.5,238.65
742990.5,177914.5,252.62
743791.5,177920.5,236.73
743806.5,177920.5,243.99
744115.5,177920.5,233.35
743839.5,177923.5,247.82
743152.5,177926.5,239.32
743785.5,177926.5,236.23
744484.5,177926.5,231.26
742906.5,177929.5,243.85
742963.5,177929.5,254.87
743194.5,177929.5,236.44
743269.5,177929.5,229.16
743035.5,177932.5,247.66
743146.5,177932.5,245.19
743077.5,177935.5,252.34
744025.5,177935.5,242.81
743119.5,177938.5,247.66
744166.5,177938.5,235.4
743695.5,177941.5,231.5
743788.5,177941.5,240.73
742912.5,177944.5,245.41
742891.5,177950.5,245.82
743122.5,177965.5,252.09
744055.5,177980.5,239.19
742918.5,177983.5,250.96
743923.5,177983.5,236.3
743293.5,177986.5,232.7
744409.5,177986.5,225.7
743173.5,177989.5,247.97
743665.5,177989.5,236.55
744265.5,177989.5,225.72
742891.5,177995.5,250.24
